,date,mean temperature (degC),site number,site name
77,1962-03-18,14.3,,
78,1962-03-19,14.0,,
79,1962-03-20,12.2,,
80,1962-03-21,11.6,,
81,1962-03-22,15.9,,
82,1962-03-23,13.1,,
83,1962-03-24,12.8,,
84,1962-03-25,14.0,,
85,1962-03-26,12.4,,
86,1962-03-27,15.2,,
87,1962-03-28,11.1,,
88,1962-03-29,10.1,,
89,1962-03-30,8.1,,
90,1962-03-31,10.1,,
91,1962-04-01,12.9,,
92,1962-04-02,11.8,,
93,1962-04-03,12.8,,
94,1962-04-04,8.1,,
95,1962-04-05,5.5,,
96,1962-04-06,6.8,,
97,1962-04-07,7.4,,
98,1962-04-08,9.6,,
99,1962-04-09,7.4,,
100,1962-04-10,5.8,,
101,1962-04-11,6.5,,
102,1962-04-12,8.9,,
103,1962-04-13,7.8,,
104,1962-04-14,5.3,,
105,1962-04-15,7.7,,
106,1962-04-16,10.6,,
107,1962-04-17,10.8,,
108,1962-04-18,11.0,,
109,1962-04-19,10.3,,
110,1962-04-20,9.4,,
111,1962-04-21,8.6,,
112,1962-04-22,8.4,,
113,1962-04-23,9.6,,
114,1962-04-24,12.4,,
115,1962-04-25,12.3,,
116,1962-04-26,13.1,,
117,1962-04-27,14.1,,
118,1962-04-28,12.6,,
119,1962-04-29,3.1,,
120,1962-04-30,4.2,,
121,1962-05-01,1.1,,
122,1962-05-02,-0.2,,
123,1962-05-03,3.7,,
124,1962-05-04,4.2,,
125,1962-05-05,3.3,,
126,1962-05-06,4.0,,
127,1962-05-07,3.5,,
128,1962-05-08,2.3,,
129,1962-05-09,2.8,,
130,1962-05-10,2.3,,
131,1962-05-11,4.2,,
132,1962-05-12,4.9,,
133,1962-05-13,5.3,,
134,1962-05-14,7.3,,
135,1962-05-15,6.8,,
136,1962-05-16,2.6,,
137,1962-05-17,2.6,,
138,1962-05-18,3.1,,
139,1962-05-19,2.7,,
140,1962-05-20,3.0,,
141,1962-05-21,4.4,,
142,1962-05-22,1.1,,
143,1962-05-23,1.6,,
144,1962-05-24,-0.6,,
145,1962-05-25,0.2,,
146,1962-05-26,-0.3,,
147,1962-05-27,0.4,,
148,1962-05-28,1.6,,
149,1962-05-29,1.9,,
150,1962-05-30,1.3,,
151,1962-05-31,3.0,,
152,1962-06-01,3.2,,
153,1962-06-02,2.7,,
154,1962-06-03,2.3,,
155,1962-06-04,1.4,,
156,1962-06-05,-0.6,,
157,1962-06-06,2.2,,
158,1962-06-07,2.8,,
159,1962-06-08,2.7,,
160,1962-06-09,2.5,,
161,1962-06-10,0.8,,
162,1962-06-11,0.6,,
163,1962-06-12,2.1,,
164,1962-06-13,1.8,,
165,1962-06-14,0.4,,
166,1962-06-15,0.9,,
167,1962-06-16,1.5,,
168,1962-06-17,1.6,,
169,1962-06-18,2.4,,
170,1962-06-19,6.2,,
171,1962-06-20,3.0,,
172,1962-06-21,1.5,,
173,1962-06-22,1.1,,
174,1962-06-23,0.5,,
175,1962-06-24,2.7,,
176,1962-06-25,2.0,,
177,1962-06-26,-0.9,,
178,1962-06-27,1.9,,
179,1962-06-28,5.3,,
180,1962-06-29,2.1,,
181,1962-06-30,3.4,,
182,1962-07-01,3.4,,
183,1962-07-02,0.7,,
184,1962-07-03,1.6,,
185,1962-07-04,1.3,,
186,1962-07-05,2.7,,
187,1962-07-06,2.8,,
188,1962-07-07,2.9,,
189,1962-07-08,2.4,,
190,1962-07-09,1.3,,
191,1962-07-10,2.3,,
192,1962-07-11,0.9,,
193,1962-07-12,1.2,,
194,1962-07-13,2.9,,
195,1962-07-14,3.2,,
196,1962-07-15,0.9,,
197,1962-07-16,1.1,,
198,1962-07-17,1.9,,
199,1962-07-18,1.1,,
200,1962-07-19,2.1,,
201,1962-07-20,4.5,,
202,1962-07-21,4.5,,
203,1962-07-22,2.9,,
204,1962-07-23,4.1,,
205,1962-07-24,3.2,,
206,1962-07-25,0.5,,
207,1962-07-26,-0.3,,
208,1962-07-27,-0.3,,
209,1962-07-28,-0.5,,
210,1962-07-29,2.2,,
211,1962-07-30,1.7,,
212,1962-07-31,0.7,,
213,1962-08-01,-2.7,,
214,1962-08-02,-3.7,,
215,1962-08-03,-1.4,,
216,1962-08-04,-0.1,,
217,1962-08-05,-2.2,,
218,1962-08-06,1.6,,
219,1962-08-07,1.8,,
220,1962-08-08,-0.4,,
221,1962-08-09,0.8,,
222,1962-08-10,0.8,,
223,1962-08-11,0.1,,
224,1962-08-12,1.4,,
225,1962-08-13,2.3,,
226,1962-08-14,3.2,,
227,1962-08-15,1.6,,
228,1962-08-16,2.1,,
229,1962-08-17,3.6,,
230,1962-08-18,3.6,,
231,1962-08-19,2.7,,
232,1962-08-20,-0.7,,
233,1962-08-21,-4.0,,
234,1962-08-22,-3.2,,
235,1962-08-23,-2.0,,
236,1962-08-24,-0.4,,
237,1962-08-25,0.6,,
238,1962-08-26,1.8,,
239,1962-08-27,3.8,,
240,1962-08-28,4.3,,
241,1962-08-29,3.8,,
242,1962-08-30,2.5,,
243,1962-08-31,3.4,,
244,1962-09-01,3.3,,
245,1962-09-02,4.6,,
246,1962-09-03,4.6,,
247,1962-09-04,9.4,,
248,1962-09-05,3.9,,
249,1962-09-06,-0.3,,
250,1962-09-07,0.3,,
251,1962-09-08,0.2,,
252,1962-09-09,2.8,,
253,1962-09-10,6.8,,
254,1962-09-11,7.1,,
255,1962-09-12,1.6,,
256,1962-09-13,1.2,,
257,1962-09-14,3.8,,
258,1962-09-15,2.5,,
259,1962-09-16,2.2,,
260,1962-09-17,6.5,,
261,1962-09-18,7.3,,
262,1962-09-19,6.8,,
263,1962-09-20,2.0,,
264,1962-09-21,3.0,,
265,1962-09-22,3.6,,
266,1962-09-23,7.8,,
267,1962-09-24,5.4,,
268,1962-09-25,5.4,,
269,1962-09-26,4.9,,
270,1962-09-27,4.8,,
271,1962-09-28,-3.1,,
272,1962-09-29,-2.0,,
273,1962-09-30,-0.6,,
274,1962-10-01,2.0,,
275,1962-10-02,3.8,,
276,1962-10-03,3.4,,
277,1962-10-04,4.9,,
278,1962-10-05,3.0,,
279,1962-10-06,0.9,,
280,1962-10-07,0.2,,
281,1962-10-08,1.0,,
282,1962-10-09,2.0,,
283,1962-10-10,-0.3,,
284,1962-10-11,4.4,,
285,1962-10-12,8.5,,
286,1962-10-13,8.9,,
287,1962-10-14,6.9,,
288,1962-10-15,3.4,,
289,1962-10-16,4.8,,
290,1962-10-17,7.4,,
291,1962-10-18,9.8,,
292,1962-10-19,8.1,,
293,1962-10-20,8.4,,
294,1962-10-21,7.6,,
295,1962-10-22,3.2,,
296,1962-10-23,2.7,,
297,1962-10-24,-1.3,,
298,1962-10-25,-1.4,,
299,1962-10-26,4.9,,
300,1962-10-27,10.2,,
301,1962-10-28,10.2,,
302,1962-10-29,3.9,,
303,1962-10-30,4.9,,
304,1962-10-31,7.2,,
305,1962-11-01,5.4,,
306,1962-11-02,3.7,,
307,1962-11-03,3.5,,
308,1962-11-04,2.7,,
309,1962-11-05,5.3,,
310,1962-11-06,9.2,,
311,1962-11-07,9.1,,
312,1962-11-08,8.5,,
313,1962-11-09,8.9,,
314,1962-11-10,12.2,,
315,1962-11-11,9.5,,
316,1962-11-12,8.8,,
317,1962-11-13,8.6,,
318,1962-11-14,9.8,,
319,1962-11-15,16.0,,
320,1962-11-16,15.9,,
321,1962-11-17,16.1,,
322,1962-11-18,16.0,,
323,1962-11-19,13.1,,
324,1962-11-20,14.7,,
325,1962-11-21,2.7,,
326,1962-11-22,7.5,,
327,1962-11-23,8.9,,
328,1962-11-24,7.2,,
329,1962-11-25,7.1,,
330,1962-11-26,11.8,,
331,1962-11-27,17.1,,
332,1962-11-28,16.7,,
333,1962-11-29,14.1,,
334,1962-11-30,15.9,,
335,1962-12-01,18.9,,
336,1962-12-02,21.3,,
337,1962-12-03,13.4,,
338,1962-12-04,11.4,,
339,1962-12-05,7.9,,
340,1962-12-06,4.2,,
341,1962-12-07,9.5,,
342,1962-12-08,9.5,,
343,1962-12-09,10.1,,
344,1962-12-10,9.8,,
345,1962-12-11,4.8,,
346,1962-12-12,3.6,,
347,1962-12-13,8.8,,
348,1962-12-14,10.0,,
349,1962-12-15,11.0,,
350,1962-12-16,13.5,,
351,1962-12-17,15.0,,
352,1962-12-18,15.7,,
353,1962-12-19,13.6,,
354,1962-12-20,14.0,,
355,1962-12-21,14.4,,
356,1962-12-22,15.2,,
357,1962-12-23,15.6,,
358,1962-12-24,15.4,,
359,1962-12-25,7.1,,
360,1962-12-26,6.6,,
361,1962-12-27,12.1,,
362,1962-12-28,13.6,,
363,1962-12-29,14.8,,
364,1962-12-30,16.6,,
365,1962-12-31,15.8,,
366,1963-01-01,15.8,,
367,1963-01-02,14.1,,
368,1963-01-03,14.0,,
369,1963-01-04,13.1,,
370,1963-01-05,10.9,,
371,1963-01-06,9.9,,
372,1963-01-07,11.6,,
373,1963-01-08,13.3,,
374,1963-01-09,14.6,,
375,1963-01-10,15.8,,
376,1963-01-11,13.3,,
377,1963-01-12,13.4,,
378,1963-01-13,13.5,,
379,1963-01-14,12.0,,
380,1963-01-15,9.2,,
381,1963-01-16,10.9,,
382,1963-01-17,10.8,,
383,1963-01-18,9.0,,
384,1963-01-19,12.4,,
385,1963-01-20,14.1,,
386,1963-01-21,15.0,,
387,1963-01-22,17.9,,
388,1963-01-23,18.0,,
389,1963-01-24,18.1,,
390,1963-01-25,18.4,,
391,1963-01-26,17.8,,
392,1963-01-27,17.1,,
393,1963-01-28,15.6,,
394,1963-01-29,14.4,,
395,1963-01-30,9.5,,
396,1963-01-31,11.6,,
397,1963-02-01,16.0,,
398,1963-02-02,15.9,,
399,1963-02-03,13.9,,
400,1963-02-04,5.1,,
401,1963-02-05,7.7,,
402,1963-02-06,10.8,,
403,1963-02-07,15.2,,
404,1963-02-08,18.9,,
405,1963-02-09,17.9,,
406,1963-02-10,19.0,,
407,1963-02-11,12.6,,
408,1963-02-12,12.1,,
409,1963-02-13,12.2,,
410,1963-02-14,14.2,,
411,1963-02-15,7.1,,
412,1963-02-16,7.7,,
413,1963-02-17,9.9,,
414,1963-02-18,10.0,,
415,1963-02-19,10.9,,
416,1963-02-20,9.4,,
417,1963-02-21,15.4,,
418,1963-02-22,19.6,,
419,1963-02-23,16.8,,
420,1963-02-24,17.0,,
421,1963-02-25,14.0,,
422,1963-02-26,17.0,,
423,1963-02-27,19.3,,
424,1963-02-28,20.2,,
425,1963-03-01,20.1,,
426,1963-03-02,16.8,,
427,1963-03-03,14.5,,
428,1963-03-04,14.8,,
429,1963-03-05,17.6,,
430,1963-03-06,14.9,,
431,1963-03-07,9.4,,
432,1963-03-08,8.6,,
433,1963-03-09,11.8,,
434,1963-03-10,12.5,,
435,1963-03-11,12.4,,
436,1963-03-12,12.9,,
437,1963-03-13,12.8,,
438,1963-03-14,14.9,,
439,1963-03-15,12.8,,
440,1963-03-16,14.4,,
441,1963-03-17,16.5,,
442,1963-03-18,15.0,,
443,1963-03-19,12.1,,
444,1963-03-20,10.6,,
445,1963-03-21,14.5,,
446,1963-03-22,11.8,,
447,1963-03-23,13.0,,
448,1963-03-24,13.8,,
449,1963-03-25,12.3,,
450,1963-03-26,7.8,,
451,1963-03-27,8.3,,
452,1963-03-28,11.3,,
453,1963-03-29,13.4,,
454,1963-03-30,11.4,,
455,1963-03-31,5.3,,
456,1963-04-01,7.8,,
457,1963-04-02,8.1,,
458,1963-04-03,9.6,,
459,1963-04-04,7.8,,
460,1963-04-05,8.1,,
461,1963-04-06,9.5,,
462,1963-04-07,10.2,,
463,1963-04-08,11.6,,
464,1963-04-09,9.4,,
465,1963-04-10,8.7,,
466,1963-04-11,8.2,,
467,1963-04-12,9.1,,
468,1963-04-13,6.3,,
469,1963-04-14,2.5,,
470,1963-04-15,3.9,,
471,1963-04-16,7.3,,
472,1963-04-17,7.5,,
473,1963-04-18,9.1,,
474,1963-04-19,8.6,,
475,1963-04-20,10.2,,
476,1963-04-21,7.5,,
477,1963-04-22,6.0,,
478,1963-04-23,8.8,,
479,1963-04-24,10.5,,
480,1963-04-25,8.8,,
481,1963-04-26,11.3,,
482,1963-04-27,11.4,,
483,1963-04-28,7.4,,
484,1963-04-29,6.0,,
485,1963-04-30,6.7,,
486,1963-05-01,5.7,,
487,1963-05-02,5.1,,
488,1963-05-03,4.7,,
489,1963-05-04,5.2,,
490,1963-05-05,5.7,,
491,1963-05-06,7.0,,
492,1963-05-07,8.1,,
493,1963-05-08,10.7,,
494,1963-05-09,11.3,,
495,1963-05-10,11.3,,
496,1963-05-11,10.4,,
497,1963-05-12,8.9,,
498,1963-05-13,7.7,,
499,1963-05-14,7.8,,
500,1963-05-15,10.9,,
501,1963-05-16,8.9,,
502,1963-05-17,9.2,,
503,1963-05-18,5.9,,
504,1963-05-19,3.9,,
505,1963-05-20,3.3,,
506,1963-05-21,2.4,,
507,1963-05-22,0.2,,
508,1963-05-23,-0.6,,
509,1963-05-24,1.7,,
510,1963-05-25,3.2,,
511,1963-05-26,2.2,,
512,1963-05-27,2.2,,
513,1963-05-28,1.8,,
514,1963-05-29,3.2,,
515,1963-05-30,3.7,,
516,1963-05-31,4.8,,
517,1963-06-01,5.0,,
518,1963-06-02,5.2,,
519,1963-06-03,5.3,,
520,1963-06-04,3.6,,
521,1963-06-05,4.2,,
522,1963-06-06,2.0,,
523,1963-06-07,5.0,,
524,1963-06-08,3.2,,
525,1963-06-09,2.8,,
526,1963-06-10,2.3,,
527,1963-06-11,4.1,,
528,1963-06-12,4.0,,
529,1963-06-13,3.5,,
530,1963-06-14,5.3,,
531,1963-06-15,2.8,,
532,1963-06-16,3.0,,
533,1963-06-17,-2.4,,
534,1963-06-18,-1.8,,
535,1963-06-19,-2.6,,
536,1963-06-20,-2.8,,
537,1963-06-21,-3.9,,
538,1963-06-22,-1.5,,
539,1963-06-23,0.6,,
540,1963-06-24,0.6,,
541,1963-06-25,2.0,,
542,1963-06-26,1.6,,
543,1963-06-27,2.9,,
544,1963-06-28,4.5,,
545,1963-06-29,3.3,,
546,1963-06-30,-0.5,,
547,1963-07-01,-0.5,,
548,1963-07-02,-0.5,,
549,1963-07-03,-3.9,,
550,1963-07-04,1.4,,
551,1963-07-05,2.4,,
552,1963-07-06,1.6,,
553,1963-07-07,0.2,,
554,1963-07-08,-0.1,,
555,1963-07-09,-3.1,,
556,1963-07-10,-0.4,,
557,1963-07-11,-1.8,,
558,1963-07-12,-1.1,,
559,1963-07-13,-2.3,,
560,1963-07-14,-1.2,,
561,1963-07-15,0.3,,
562,1963-07-16,0.4,,
563,1963-07-17,0.4,,
564,1963-07-18,1.2,,
565,1963-07-19,-0.3,,
566,1963-07-20,0.2,,
567,1963-07-21,-0.1,,
568,1963-07-22,-2.5,,
569,1963-07-23,-1.1,,
570,1963-07-24,0.0,,
571,1963-07-25,0.3,,
572,1963-07-26,1.4,,
573,1963-07-27,2.6,,
574,1963-07-28,0.3,,
575,1963-07-29,-1.7,,
576,1963-07-30,-2.2,,
577,1963-07-31,-1.5,,
578,1963-08-01,-1.3,,
579,1963-08-02,-0.6,,
580,1963-08-03,-0.2,,
581,1963-08-04,2.3,,
582,1963-08-05,0.6,,
583,1963-08-06,-3.0,,
584,1963-08-07,-0.8,,
585,1963-08-08,-0.6,,
586,1963-08-09,1.0,,
587,1963-08-10,4.2,,
588,1963-08-11,5.0,,
589,1963-08-12,4.5,,
590,1963-08-13,3.1,,
591,1963-08-14,3.0,,
592,1963-08-15,2.7,,
593,1963-08-16,-3.2,,
594,1963-08-17,1.4,,
595,1963-08-18,1.4,,
596,1963-08-19,4.0,,
597,1963-08-20,5.9,,
598,1963-08-21,6.4,,
599,1963-08-22,4.7,,
600,1963-08-23,3.6,,
601,1963-08-24,5.0,,
602,1963-08-25,-0.3,,
603,1963-08-26,-0.3,,
604,1963-08-27,-0.3,,
605,1963-08-28,1.8,,
606,1963-08-29,1.1,,
607,1963-08-30,2.2,,
608,1963-08-31,0.9,,
609,1963-09-01,0.9,,
610,1963-09-02,0.9,,
611,1963-09-03,3.2,,
612,1963-09-04,4.9,,
613,1963-09-05,-0.8,,
614,1963-09-06,-1.6,,
615,1963-09-07,0.3,,
616,1963-09-08,0.1,,
617,1963-09-09,0.6,,
618,1963-09-10,4.0,,
619,1963-09-11,5.2,,
620,1963-09-12,0.1,,
621,1963-09-13,-1.9,,
622,1963-09-14,3.5,,
623,1963-09-15,5.8,,
624,1963-09-16,4.6,,
625,1963-09-17,1.4,,
626,1963-09-18,5.4,,
627,1963-09-19,9.1,,
628,1963-09-20,5.9,,
629,1963-09-21,7.9,,
630,1963-09-22,10.8,,
631,1963-09-23,3.2,,
632,1963-09-24,2.2,,
633,1963-09-25,3.0,,
634,1963-09-26,7.2,,
635,1963-09-27,6.8,,
636,1963-09-28,6.9,,
637,1963-09-29,6.1,,
638,1963-09-30,5.8,,
639,1963-10-01,5.8,,
640,1963-10-02,7.0,,
641,1963-10-03,7.5,,
642,1963-10-04,7.1,,
643,1963-10-05,8.4,,
644,1963-10-06,8.8,,
645,1963-10-07,10.4,,
646,1963-10-08,11.6,,
647,1963-10-09,12.7,,
648,1963-10-10,11.9,,
649,1963-10-11,10.0,,
650,1963-10-12,3.0,,
651,1963-10-13,3.0,,
652,1963-10-14,3.0,,
653,1963-10-15,5.2,,
654,1963-10-16,6.4,,
655,1963-10-17,8.9,,
656,1963-10-18,10.2,,
657,1963-10-19,11.9,,
658,1963-10-20,14.1,,
659,1963-10-21,15.1,,
660,1963-10-22,15.9,,
661,1963-10-23,15.2,,
662,1963-10-24,15.3,,
663,1963-10-25,14.1,,
664,1963-10-26,12.6,,
665,1963-10-27,11.6,,
666,1963-10-28,11.0,,
667,1963-10-29,8.3,,
668,1963-10-30,9.9,,
669,1963-10-31,9.1,,
670,1963-11-01,8.0,,
671,1963-11-02,9.3,,
672,1963-11-03,6.9,,
673,1963-11-04,4.6,,
674,1963-11-05,4.3,,
675,1963-11-06,6.9,,
676,1963-11-07,3.8,,
677,1963-11-08,4.1,,
678,1963-11-09,5.3,,
679,1963-11-10,8.7,,
680,1963-11-11,10.0,,
681,1963-11-12,12.0,,
682,1963-11-13,13.8,,
683,1963-11-14,7.3,,
684,1963-11-15,6.9,,
685,1963-11-16,6.9,,
686,1963-11-17,6.1,,
687,1963-11-18,9.3,,
688,1963-11-19,12.5,,
689,1963-11-20,13.5,,
690,1963-11-21,14.0,,
691,1963-11-22,15.7,,
692,1963-11-23,13.5,,
693,1963-11-24,10.6,,
694,1963-11-25,10.6,,
695,1963-11-26,10.4,,
696,1963-11-27,11.2,,
697,1963-11-28,13.8,,
698,1963-11-29,6.4,,
699,1963-11-30,11.6,,
700,1963-12-01,11.6,,
701,1963-12-02,11.6,,
702,1963-12-03,13.8,,
703,1963-12-04,15.5,,
704,1963-12-05,16.1,,
705,1963-12-06,11.9,,
706,1963-12-07,9.9,,
707,1963-12-08,5.8,,
708,1963-12-09,8.4,,
709,1963-12-10,11.1,,
710,1963-12-11,10.1,,
711,1963-12-12,10.3,,
712,1963-12-13,9.9,,
713,1963-12-14,11.5,,
714,1963-12-15,12.8,,
715,1963-12-16,15.3,,
716,1963-12-17,8.9,,
717,1963-12-18,8.0,,
718,1963-12-19,12.1,,
719,1963-12-20,16.1,,
720,1963-12-21,18.5,,
721,1963-12-22,20.3,,
722,1963-12-23,19.7,,
723,1963-12-24,16.8,,
724,1963-12-25,19.0,,
725,1963-12-26,14.6,,
726,1963-12-27,17.1,,
727,1963-12-28,20.0,,
728,1963-12-29,18.1,,
729,1963-12-30,10.7,,
730,1963-12-31,9.3,,
731,1964-01-01,9.1,,
732,1964-01-02,10.9,,
733,1964-01-03,14.4,,
734,1964-01-04,14.9,,
735,1964-01-05,15.8,,
736,1964-01-06,21.0,,
737,1964-01-07,22.9,,
738,1964-01-08,13.1,,
739,1964-01-09,12.0,,
740,1964-01-10,8.6,,
741,1964-01-11,10.3,,
742,1964-01-12,13.2,,
743,1964-01-13,10.9,,
744,1964-01-14,8.1,,
745,1964-01-15,4.2,,
746,1964-01-16,7.6,,
747,1964-01-17,12.5,,
748,1964-01-18,10.1,,
749,1964-01-19,11.5,,
750,1964-01-20,9.9,,
751,1964-01-21,12.1,,
752,1964-01-22,15.3,,
753,1964-01-23,16.2,,
754,1964-01-24,15.5,,
755,1964-01-25,12.4,,
756,1964-01-26,11.6,,
757,1964-01-27,12.8,,
758,1964-01-28,16.0,,
759,1964-01-29,18.7,,
760,1964-01-30,19.7,,
761,1964-01-31,19.9,,
762,1964-02-01,20.8,,
763,1964-02-02,19.1,,
764,1964-02-03,19.0,,
765,1964-02-04,20.1,,
766,1964-02-05,21.0,,
767,1964-02-06,19.5,,
768,1964-02-07,15.4,,
769,1964-02-08,11.1,,
770,1964-02-09,11.2,,
771,1964-02-10,7.2,,
772,1964-02-11,6.2,,
773,1964-02-12,12.0,,
774,1964-02-13,12.0,,
775,1964-02-14,17.8,,
776,1964-02-15,17.8,,
777,1964-02-16,11.1,,
778,1964-02-17,11.1,,
779,1964-02-18,12.6,,
780,1964-02-19,14.6,,
781,1964-02-20,14.9,,
782,1964-02-21,15.4,,
783,1964-02-22,15.4,,
784,1964-02-23,3.8,,
785,1964-02-24,2.5,,
786,1964-02-25,8.5,,
787,1964-02-26,8.5,,
788,1964-02-27,10.3,,
789,1964-02-28,14.0,,
790,1964-02-29,16.6,,
791,1964-03-01,11.1,,
792,1964-03-02,7.2,,
793,1964-03-03,8.9,,
794,1964-03-04,13.1,,
795,1964-03-05,14.9,,
796,1964-03-06,13.9,,
797,1964-03-07,7.6,,
798,1964-03-08,9.6,,
799,1964-03-09,11.3,,
800,1964-03-10,9.2,,
801,1964-03-11,9.3,,
802,1964-03-12,13.0,,
803,1964-03-13,12.6,,
804,1964-03-14,13.8,,
805,1964-03-15,12.8,,
806,1964-03-16,17.0,,
807,1964-03-17,19.0,,
808,1964-03-18,18.5,,
809,1964-03-19,20.2,,
810,1964-03-20,15.5,,
811,1964-03-21,14.0,,
812,1964-03-22,14.5,,
813,1964-03-23,17.8,,
814,1964-03-24,3.9,,
815,1964-03-25,12.1,,
816,1964-03-26,12.1,,
817,1964-03-27,14.3,,
818,1964-03-28,13.8,,
819,1964-03-29,13.6,,
820,1964-03-30,15.6,,
821,1964-03-31,13.5,,
822,1964-04-01,13.4,,
823,1964-04-02,13.9,,
824,1964-04-03,15.3,,
825,1964-04-04,13.1,,
826,1964-04-05,12.5,,
827,1964-04-06,13.6,,
828,1964-04-07,15.1,,
829,1964-04-08,9.8,,
830,1964-04-09,4.3,,
831,1964-04-10,4.9,,
832,1964-04-11,8.1,,
833,1964-04-12,10.8,,
834,1964-04-13,10.6,,
835,1964-04-14,11.1,,
836,1964-04-15,12.1,,
837,1964-04-16,10.1,,
838,1964-04-17,10.8,,
839,1964-04-18,10.7,,
840,1964-04-19,10.9,,
841,1964-04-20,9.0,,
842,1964-04-21,10.8,,
843,1964-04-22,9.5,,
844,1964-04-23,7.0,,
845,1964-04-24,8.4,,
846,1964-04-25,5.4,,
847,1964-04-26,3.7,,
848,1964-04-27,3.5,,
849,1964-04-28,3.9,,
850,1964-04-29,4.8,,
851,1964-04-30,6.8,,
852,1964-05-01,5.4,,
853,1964-05-02,8.1,,
854,1964-05-03,6.8,,
855,1964-05-04,4.5,,
856,1964-05-05,4.3,,
857,1964-05-06,5.1,,
858,1964-05-07,4.9,,
859,1964-05-08,4.8,,
860,1964-05-09,5.6,,
861,1964-05-10,7.2,,
862,1964-05-11,3.8,,
863,1964-05-12,2.3,,
864,1964-05-13,2.5,,
865,1964-05-14,2.5,,
866,1964-05-15,2.1,,
867,1964-05-16,3.7,,
868,1964-05-17,5.1,,
869,1964-05-18,7.6,,
870,1964-05-19,8.3,,
871,1964-05-20,7.1,,
872,1964-05-21,4.4,,
873,1964-05-22,6.1,,
874,1964-05-23,2.8,,
875,1964-05-24,1.9,,
876,1964-05-25,2.0,,
877,1964-05-26,-0.8,,
878,1964-05-27,-0.7,,
879,1964-05-28,-0.5,,
880,1964-05-29,1.7,,
881,1964-05-30,0.5,,
882,1964-05-31,0.5,,
883,1964-06-01,-0.3,,
884,1964-06-02,-1.1,,
885,1964-06-03,-1.6,,
886,1964-06-04,-0.8,,
887,1964-06-05,0.4,,
888,1964-06-06,0.5,,
889,1964-06-07,1.6,,
890,1964-06-08,1.9,,
891,1964-06-09,1.2,,
892,1964-06-10,0.6,,
893,1964-06-11,1.6,,
894,1964-06-12,1.7,,
895,1964-06-13,3.6,,
896,1964-06-14,3.4,,
897,1964-06-15,0.6,,
898,1964-06-16,1.4,,
899,1964-06-17,1.5,,
900,1964-06-18,3.4,,
901,1964-06-19,3.4,,
902,1964-06-20,0.9,,
903,1964-06-21,-0.6,,
904,1964-06-22,0.5,,
905,1964-06-23,1.6,,
906,1964-06-24,1.6,,
907,1964-06-25,1.5,,
908,1964-06-26,1.5,,
909,1964-06-27,1.9,,
910,1964-06-28,1.8,,
911,1964-06-29,0.4,,
912,1964-06-30,0.9,,
913,1964-07-01,2.0,,
914,1964-07-02,2.3,,
915,1964-07-03,-0.1,,
916,1964-07-04,-0.9,,
917,1964-07-05,-2.9,,
918,1964-07-06,-3.0,,
919,1964-07-07,-1.4,,
920,1964-07-08,0.2,,
921,1964-07-09,1.3,,
922,1964-07-10,2.0,,
923,1964-07-11,0.6,,
