,date,maximum temperature (degC),site number,site name
65,1940-04-06,27.2,,
66,1940-04-07,27.2,,
67,1940-04-08,27.5,,
68,1940-04-09,29.4,,
69,1940-04-10,33.5,,
70,1940-04-11,32.2,,
71,1940-04-12,23.5,,
72,1940-04-13,23.5,,
73,1940-04-14,23.5,,
74,1940-04-15,22.6,,
75,1940-04-16,22.2,,
76,1940-04-17,21.9,,
77,1940-04-18,24.6,,
78,1940-04-19,27.1,,
79,1940-04-20,27.1,,
80,1940-04-21,27.1,,
81,1940-04-22,29.6,,
82,1940-04-23,24.9,,
83,1940-04-24,24.3,,
84,1940-04-25,24.3,,
85,1940-04-26,24.9,,
86,1940-04-27,24.9,,
87,1940-04-28,24.9,,
88,1940-04-29,28.4,,
89,1940-04-30,23.0,,
90,1940-05-01,20.9,,
91,1940-05-02,22.5,,
92,1940-05-03,20.5,,
93,1940-05-04,20.5,,
94,1940-05-05,20.5,,
95,1940-05-06,22.9,,
96,1940-05-07,25.4,,
97,1940-05-08,25.9,,
98,1940-05-09,24.5,,
99,1940-05-10,20.7,,
100,1940-05-11,20.7,,
101,1940-05-12,20.7,,
102,1940-05-13,20.9,,
103,1940-05-14,21.5,,
104,1940-05-15,23.0,,
105,1940-05-16,26.7,,
106,1940-05-17,21.4,,
107,1940-05-18,21.4,,
108,1940-05-19,21.4,,
109,1940-05-20,20.7,,
110,1940-05-21,18.5,,
111,1940-05-22,18.6,,
112,1940-05-23,24.3,,
113,1940-05-24,19.4,,
114,1940-05-25,19.4,,
115,1940-05-26,19.4,,
116,1940-05-27,17.5,,
117,1940-05-28,23.0,,
118,1940-05-29,25.8,,
119,1940-05-30,18.9,,
120,1940-05-31,18.9,,
121,1940-06-01,18.9,,
122,1940-06-02,20.0,,
123,1940-06-03,20.1,,
124,1940-06-04,17.9,,
125,1940-06-05,19.9,,
126,1940-06-06,23.2,,
127,1940-06-07,17.5,,
128,1940-06-08,17.5,,
129,1940-06-09,17.5,,
130,1940-06-10,17.5,,
131,1940-06-11,18.9,,
132,1940-06-12,20.0,,
133,1940-06-13,22.4,,
134,1940-06-14,22.4,,
135,1940-06-15,22.4,,
136,1940-06-16,22.4,,
137,1940-06-17,23.7,,
138,1940-06-18,24.0,,
139,1940-06-19,24.7,,
140,1940-06-20,17.5,,
141,1940-06-21,15.9,,
142,1940-06-22,15.9,,
143,1940-06-23,15.9,,
144,1940-06-24,16.2,,
145,1940-06-25,17.8,,
146,1940-06-26,21.6,,
147,1940-06-27,24.5,,
148,1940-06-28,24.0,,
149,1940-06-29,24.0,,
150,1940-06-30,24.0,,
151,1940-07-01,24.8,,
152,1940-07-02,23.9,,
153,1940-07-03,24.0,,
154,1940-07-04,19.6,,
155,1940-07-05,19.6,,
156,1940-07-06,19.6,,
157,1940-07-07,19.6,,
158,1940-07-08,23.1,,
159,1940-07-09,21.2,,
160,1940-07-10,16.3,,
161,1940-07-11,18.8,,
162,1940-07-12,17.1,,
163,1940-07-13,17.1,,
164,1940-07-14,17.1,,
165,1940-07-15,17.2,,
166,1940-07-16,18.9,,
167,1940-07-17,18.3,,
168,1940-07-18,23.6,,
169,1940-07-19,19.1,,
170,1940-07-20,19.1,,
171,1940-07-21,19.1,,
172,1940-07-22,19.6,,
173,1940-07-23,27.0,,
174,1940-07-24,17.4,,
175,1940-07-25,18.5,,
176,1940-07-26,24.4,,
177,1940-07-27,24.4,,
178,1940-07-28,24.4,,
179,1940-07-29,19.5,,
180,1940-07-30,20.4,,
181,1940-07-31,23.6,,
182,1940-08-01,22.7,,
183,1940-08-02,21.7,,
184,1940-08-03,21.7,,
185,1940-08-04,21.7,,
186,1940-08-05,19.5,,
187,1940-08-06,15.5,,
188,1940-08-07,16.5,,
189,1940-08-08,26.0,,
190,1940-08-09,26.0,,
191,1940-08-10,26.0,,
192,1940-08-11,30.4,,
193,1940-08-12,22.7,,
194,1940-08-13,17.9,,
195,1940-08-14,17.9,,
196,1940-08-15,21.1,,
197,1940-08-16,21.1,,
198,1940-08-17,21.1,,
199,1940-08-18,21.1,,
200,1940-08-19,23.2,,
201,1940-08-20,21.9,,
202,1940-08-21,23.8,,
203,1940-08-22,29.0,,
204,1940-08-23,29.0,,
205,1940-08-24,29.0,,
206,1940-08-25,32.7,,
207,1940-08-26,21.7,,
208,1940-08-27,20.2,,
209,1940-08-28,20.2,,
210,1940-08-29,20.2,,
211,1940-08-30,20.2,,
212,1940-08-31,20.2,,
213,1940-09-01,23.4,,
214,1940-09-02,25.8,,
215,1940-09-03,26.6,,
216,1940-09-04,27.8,,
217,1940-09-05,31.8,,
218,1940-09-06,31.6,,
219,1940-09-07,36.7,,
220,1940-09-08,28.3,,
221,1940-09-09,28.3,,
222,1940-09-10,28.3,,
223,1940-09-11,29.7,,
224,1940-09-12,33.9,,
225,1940-09-13,20.1,,
226,1940-09-14,24.6,,
227,1940-09-15,28.6,,
228,1940-09-16,28.6,,
229,1940-09-17,28.6,,
230,1940-09-18,30.7,,
231,1940-09-19,21.5,,
232,1940-09-20,23.5,,
233,1940-09-21,26.6,,
234,1940-09-22,33.2,,
235,1940-09-23,33.2,,
236,1940-09-24,33.2,,
237,1940-09-25,32.3,,
238,1940-09-26,26.4,,
239,1940-09-27,25.8,,
240,1940-09-28,23.4,,
241,1940-09-29,25.5,,
242,1940-09-30,25.5,,
243,1940-10-01,25.5,,
244,1940-10-02,29.7,,
245,1940-10-03,31.3,,
246,1940-10-04,32.5,,
247,1940-10-05,36.0,,
248,1940-10-06,39.9,,
249,1940-10-07,31.5,,
250,1940-10-08,31.5,,
251,1940-10-09,31.5,,
252,1940-10-10,33.0,,
253,1940-10-11,34.8,,
254,1940-10-12,40.9,,
255,1940-10-13,28.5,,
256,1940-10-14,28.5,,
257,1940-10-15,28.5,,
258,1940-10-16,30.9,,
259,1940-10-17,29.4,,
260,1940-10-18,34.6,,
261,1940-10-19,34.2,,
262,1940-10-20,45.8,,
263,1940-10-21,45.8,,
264,1940-10-22,45.8,,
265,1940-10-23,25.4,,
266,1940-10-24,28.2,,
267,1940-10-25,31.1,,
268,1940-10-26,35.4,,
269,1940-10-27,40.4,,
270,1940-10-28,40.4,,
271,1940-10-29,40.4,,
272,1940-10-30,44.2,,
273,1940-10-31,32.1,,
274,1940-11-01,29.1,,
275,1940-11-02,28.1,,
276,1940-11-03,31.0,,
277,1940-11-04,30.0,,
278,1940-11-05,31.7,,
279,1940-11-06,35.1,,
280,1940-11-07,35.9,,
281,1940-11-08,33.0,,
282,1940-11-09,31.9,,
283,1940-11-10,31.9,,
284,1940-11-11,31.9,,
285,1940-11-12,24.6,,
286,1940-11-13,25.6,,
287,1940-11-14,26.6,,
288,1940-11-15,30.5,,
289,1940-11-16,34.5,,
290,1940-11-17,34.5,,
291,1940-11-18,34.5,,
292,1940-11-19,37.3,,
293,1940-11-20,42.1,,
294,1940-11-21,26.5,,
295,1940-11-22,29.9,,
296,1940-11-23,34.3,,
297,1940-11-24,34.3,,
298,1940-11-25,34.3,,
299,1940-11-26,36.6,,
300,1940-11-27,40.4,,
301,1940-11-28,28.5,,
302,1940-11-29,28.9,,
303,1940-11-30,30.6,,
304,1940-12-01,33.5,,
305,1940-12-02,36.0,,
306,1940-12-03,38.1,,
307,1940-12-04,42.7,,
308,1940-12-05,41.9,,
309,1940-12-06,42.5,,
310,1940-12-07,31.9,,
311,1940-12-08,31.9,,
312,1940-12-09,31.9,,
313,1940-12-10,32.9,,
314,1940-12-11,35.0,,
315,1940-12-12,38.2,,
316,1940-12-13,42.9,,
317,1940-12-14,43.7,,
318,1940-12-15,43.2,,
319,1940-12-16,34.5,,
320,1940-12-17,41.0,,
321,1940-12-18,46.2,,
322,1940-12-19,31.6,,
323,1940-12-20,31.9,,
324,1940-12-21,31.7,,
325,1940-12-22,31.7,,
326,1940-12-23,31.7,,
327,1940-12-24,38.2,,
328,1940-12-25,42.6,,
329,1940-12-26,40.5,,
330,1940-12-27,38.0,,
331,1940-12-28,39.5,,
332,1940-12-29,39.5,,
333,1940-12-30,39.5,,
334,1940-12-31,16.0,,
335,1941-01-01,16.0,,
336,1941-01-02,16.0,,
337,1941-01-03,26.0,,
338,1941-01-04,33.6,,
339,1941-01-05,33.6,,
340,1941-01-06,33.6,,
341,1941-01-07,35.9,,
342,1941-01-08,37.7,,
343,1941-01-09,37.2,,
344,1941-01-10,36.4,,
345,1941-01-11,36.6,,
346,1941-01-12,34.1,,
347,1941-01-13,36.1,,
348,1941-01-14,40.5,,
349,1941-01-15,36.8,,
350,1941-01-16,31.2,,
351,1941-01-17,32.8,,
352,1941-01-18,35.9,,
353,1941-01-19,35.9,,
354,1941-01-20,35.9,,
355,1941-01-21,38.7,,
356,1941-01-22,36.1,,
357,1941-01-23,35.0,,
358,1941-01-24,30.0,,
359,1941-01-25,27.6,,
360,1941-01-26,27.6,,
361,1941-01-27,28.1,,
362,1941-01-28,30.1,,
363,1941-01-29,33.4,,
364,1941-01-30,35.8,,
365,1941-01-31,38.8,,
366,1941-02-01,39.7,,
367,1941-02-02,30.7,,
368,1941-02-03,30.9,,
369,1941-02-04,32.7,,
370,1941-02-05,33.9,,
371,1941-02-06,35.8,,
372,1941-02-07,38.3,,
373,1941-02-08,41.2,,
374,1941-02-09,39.1,,
375,1941-02-10,39.1,,
376,1941-02-11,33.3,,
377,1941-02-12,31.9,,
378,1941-02-13,32.8,,
379,1941-02-14,34.9,,
380,1941-02-15,39.8,,
381,1941-02-16,40.0,,
382,1941-02-17,40.1,,
383,1941-02-18,40.1,,
384,1941-02-19,40.4,,
385,1941-02-20,40.3,,
386,1941-02-21,40.2,,
387,1941-02-22,40.2,,
388,1941-02-23,40.2,,
389,1941-02-24,39.8,,
390,1941-02-25,32.0,,
391,1941-02-26,33.5,,
392,1941-02-27,30.4,,
393,1941-02-28,34.2,,
394,1941-03-01,34.2,,
395,1941-03-02,34.8,,
396,1941-03-03,25.2,,
397,1941-03-04,27.3,,
398,1941-03-05,32.1,,
399,1941-03-06,32.1,,
400,1941-03-07,32.1,,
401,1941-03-08,32.5,,
402,1941-03-09,33.4,,
403,1941-03-10,31.4,,
404,1941-03-11,31.9,,
405,1941-03-12,32.1,,
406,1941-03-13,32.5,,
407,1941-03-14,36.0,,
408,1941-03-15,36.7,,
409,1941-03-16,36.7,,
410,1941-03-17,36.7,,
411,1941-03-18,34.1,,
412,1941-03-19,34.4,,
413,1941-03-20,29.7,,
414,1941-03-21,31.2,,
415,1941-03-22,31.2,,
416,1941-03-23,31.2,,
417,1941-03-24,34.8,,
418,1941-03-25,30.0,,
419,1941-03-26,29.9,,
420,1941-03-27,32.2,,
421,1941-03-28,34.1,,
422,1941-03-29,34.1,,
423,1941-03-30,34.1,,
424,1941-03-31,34.3,,
425,1941-04-01,33.9,,
426,1941-04-02,33.9,,
427,1941-04-03,32.5,,
428,1941-04-04,24.8,,
429,1941-04-05,24.8,,
430,1941-04-06,24.8,,
431,1941-04-07,26.9,,
432,1941-04-08,27.7,,
433,1941-04-09,29.3,,
434,1941-04-10,32.0,,
435,1941-04-11,30.2,,
436,1941-04-12,30.2,,
437,1941-04-13,30.2,,
438,1941-04-14,30.5,,
439,1941-04-15,32.0,,
440,1941-04-16,32.0,,
441,1941-04-17,32.0,,
442,1941-04-18,31.1,,
443,1941-04-19,31.1,,
444,1941-04-20,31.1,,
445,1941-04-21,31.0,,
446,1941-04-22,32.2,,
447,1941-04-23,32.9,,
448,1941-04-24,27.8,,
449,1941-04-25,23.2,,
450,1941-04-26,23.2,,
451,1941-04-27,23.2,,
452,1941-04-28,23.5,,
453,1941-04-29,25.2,,
454,1941-04-30,24.7,,
455,1941-05-01,25.8,,
456,1941-05-02,26.2,,
457,1941-05-03,26.2,,
458,1941-05-04,26.2,,
459,1941-05-05,27.0,,
460,1941-05-06,26.2,,
461,1941-05-07,26.2,,
462,1941-05-08,26.6,,
463,1941-05-09,24.8,,
464,1941-05-10,21.9,,
465,1941-05-11,23.6,,
466,1941-05-12,22.0,,
467,1941-05-13,22.0,,
468,1941-05-14,22.0,,
469,1941-05-15,19.4,,
470,1941-05-16,21.5,,
471,1941-05-17,21.5,,
472,1941-05-18,21.5,,
473,1941-05-19,21.8,,
474,1941-05-20,23.5,,
475,1941-05-21,25.9,,
476,1941-05-22,26.7,,
477,1941-05-23,16.3,,
478,1941-05-24,16.3,,
479,1941-05-25,16.3,,
480,1941-05-26,17.2,,
481,1941-05-27,18.0,,
482,1941-05-28,18.9,,
483,1941-05-29,21.6,,
484,1941-05-30,20.3,,
485,1941-05-31,20.3,,
486,1941-06-01,20.3,,
487,1941-06-02,18.8,,
488,1941-06-03,18.8,,
489,1941-06-04,19.9,,
490,1941-06-05,18.2,,
491,1941-06-06,18.2,,
492,1941-06-07,18.2,,
493,1941-06-08,18.2,,
494,1941-06-09,18.2,,
495,1941-06-10,18.0,,
496,1941-06-11,14.0,,
497,1941-06-12,13.8,,
498,1941-06-13,12.6,,
499,1941-06-14,14.6,,
500,1941-06-15,16.0,,
501,1941-06-16,17.5,,
502,1941-06-17,21.3,,
503,1941-06-18,23.1,,
504,1941-06-19,19.9,,
505,1941-06-20,17.5,,
506,1941-06-21,17.5,,
507,1941-06-22,17.5,,
508,1941-06-23,15.8,,
509,1941-06-24,16.7,,
510,1941-06-25,20.4,,
511,1941-06-26,21.5,,
512,1941-06-27,24.9,,
513,1941-06-28,24.9,,
514,1941-06-29,24.9,,
515,1941-06-30,26.8,,
516,1941-07-01,26.0,,
517,1941-07-02,23.6,,
518,1941-07-03,24.4,,
519,1941-07-04,18.2,,
520,1941-07-05,18.2,,
521,1941-07-06,18.2,,
522,1941-07-07,18.4,,
523,1941-07-08,19.3,,
524,1941-07-09,14.2,,
525,1941-07-10,19.1,,
526,1941-07-11,23.0,,
527,1941-07-12,23.0,,
528,1941-07-13,23.0,,
529,1941-07-14,23.6,,
530,1941-07-15,20.6,,
531,1941-07-16,18.1,,
532,1941-07-17,17.4,,
533,1941-07-18,18.8,,
534,1941-07-19,19.0,,
535,1941-07-20,18.3,,
536,1941-07-21,18.3,,
537,1941-07-22,18.3,,
538,1941-07-23,18.9,,
539,1941-07-24,23.4,,
540,1941-07-25,20.6,,
541,1941-07-26,25.2,,
542,1941-07-27,19.1,,
543,1941-07-28,19.1,,
544,1941-07-29,19.1,,
545,1941-07-30,21.3,,
546,1941-07-31,22.7,,
547,1941-08-01,23.2,,
548,1941-08-02,26.6,,
549,1941-08-03,15.6,,
550,1941-08-04,15.6,,
551,1941-08-05,15.6,,
552,1941-08-06,16.0,,
553,1941-08-07,16.7,,
554,1941-08-08,18.2,,
555,1941-08-09,20.4,,
556,1941-08-10,21.7,,
557,1941-08-11,19.5,,
558,1941-08-12,20.5,,
559,1941-08-13,20.0,,
560,1941-08-14,21.2,,
561,1941-08-15,25.3,,
562,1941-08-16,26.8,,
563,1941-08-17,24.4,,
564,1941-08-18,22.0,,
565,1941-08-19,26.0,,
566,1941-08-20,32.2,,
567,1941-08-21,21.7,,
568,1941-08-22,19.4,,
569,1941-08-23,20.5,,
570,1941-08-24,18.5,,
571,1941-08-25,19.3,,
572,1941-08-26,20.9,,
573,1941-08-27,22.4,,
574,1941-08-28,23.2,,
575,1941-08-29,22.4,,
576,1941-08-30,28.5,,
577,1941-08-31,28.3,,
578,1941-09-01,31.1,,
579,1941-09-02,25.2,,
580,1941-09-03,33.2,,
581,1941-09-04,31.3,,
582,1941-09-05,31.3,,
583,1941-09-06,31.3,,
584,1941-09-07,30.0,,
585,1941-09-08,23.5,,
586,1941-09-09,19.4,,
587,1941-09-10,20.4,,
588,1941-09-11,24.7,,
589,1941-09-12,24.7,,
590,1941-09-13,24.7,,
591,1941-09-14,31.9,,
592,1941-09-15,20.5,,
593,1941-09-16,24.6,,
594,1941-09-17,35.6,,
595,1941-09-18,35.6,,
596,1941-09-19,35.6,,
597,1941-09-20,35.6,,
598,1941-09-21,35.3,,
599,1941-09-22,31.1,,
600,1941-09-23,24.6,,
601,1941-09-24,28.4,,
602,1941-09-25,32.9,,
603,1941-09-26,32.9,,
604,1941-09-27,32.9,,
605,1941-09-28,21.9,,
606,1941-09-29,24.2,,
607,1941-09-30,25.4,,
608,1941-10-01,19.0,,
609,1941-10-02,24.8,,
610,1941-10-03,31.0,,
611,1941-10-04,37.2,,
612,1941-10-05,27.3,,
613,1941-10-06,34.6,,
614,1941-10-07,24.0,,
615,1941-10-08,23.0,,
616,1941-10-09,20.9,,
617,1941-10-10,23.0,,
618,1941-10-11,26.7,,
619,1941-10-12,28.5,,
620,1941-10-13,28.2,,
621,1941-10-14,31.3,,
622,1941-10-15,38.0,,
623,1941-10-16,30.2,,
624,1941-10-17,30.2,,
625,1941-10-18,30.2,,
626,1941-10-19,35.1,,
627,1941-10-20,42.2,,
628,1941-10-21,22.9,,
629,1941-10-22,29.0,,
630,1941-10-23,33.1,,
631,1941-10-24,33.1,,
632,1941-10-25,33.1,,
633,1941-10-26,23.3,,
634,1941-10-27,26.0,,
635,1941-10-28,34.9,,
636,1941-10-29,26.6,,
637,1941-10-30,28.3,,
638,1941-10-31,28.3,,
639,1941-11-01,28.3,,
640,1941-11-02,31.3,,
641,1941-11-03,31.7,,
642,1941-11-04,32.9,,
643,1941-11-05,35.7,,
644,1941-11-06,37.5,,
645,1941-11-07,37.5,,
646,1941-11-08,38.8,,
647,1941-11-09,33.9,,
648,1941-11-10,27.8,,
649,1941-11-11,25.4,,
650,1941-11-12,25.3,,
651,1941-11-13,29.9,,
652,1941-11-14,31.3,,
653,1941-11-15,34.7,,
654,1941-11-16,35.2,,
655,1941-11-17,40.9,,
656,1941-11-18,40.9,,
657,1941-11-19,31.1,,
658,1941-11-20,34.3,,
659,1941-11-21,34.8,,
660,1941-11-22,37.5,,
661,1941-11-23,42.9,,
662,1941-11-24,32.9,,
663,1941-11-25,35.9,,
664,1941-11-26,39.1,,
665,1941-11-27,40.0,,
666,1941-11-28,41.5,,
667,1941-11-29,37.9,,
668,1941-11-30,31.0,,
669,1941-12-01,31.9,,
670,1941-12-02,33.2,,
671,1941-12-03,31.6,,
672,1941-12-04,25.9,,
673,1941-12-05,29.4,,
674,1941-12-06,32.7,,
675,1941-12-07,31.5,,
676,1941-12-08,27.6,,
677,1941-12-09,32.4,,
678,1941-12-10,35.7,,
679,1941-12-11,38.0,,
680,1941-12-12,40.6,,
681,1941-12-13,38.5,,
682,1941-12-14,38.5,,
683,1941-12-15,38.5,,
684,1941-12-16,40.4,,
685,1941-12-17,41.5,,
686,1941-12-18,43.2,,
687,1941-12-19,46.4,,
688,1941-12-20,43.7,,
689,1941-12-21,40.8,,
690,1941-12-22,36.9,,
691,1941-12-23,41.3,,
692,1941-12-24,43.7,,
693,1941-12-25,39.0,,
694,1941-12-26,39.0,,
695,1941-12-27,39.0,,
696,1941-12-28,39.5,,
697,1941-12-29,32.7,,
698,1941-12-30,33.5,,
699,1941-12-31,42.2,,
700,1942-01-01,42.2,,
701,1942-01-02,42.2,,
702,1942-01-03,45.8,,
703,1942-01-04,45.8,,
704,1942-01-05,30.5,,
705,1942-01-06,28.1,,
706,1942-01-07,41.0,,
707,1942-01-08,28.5,,
708,1942-01-09,34.5,,
709,1942-01-10,30.7,,
710,1942-01-11,37.2,,
711,1942-01-12,34.2,,
712,1942-01-13,34.3,,
713,1942-01-14,39.5,,
714,1942-01-15,37.7,,
715,1942-01-16,32.6,,
716,1942-01-17,34.2,,
717,1942-01-18,39.6,,
718,1942-01-19,34.3,,
719,1942-01-20,29.3,,
720,1942-01-21,34.7,,
721,1942-01-22,37.2,,
722,1942-01-23,39.9,,
723,1942-01-24,43.5,,
724,1942-01-25,25.2,,
725,1942-01-26,33.4,,
726,1942-01-27,29.1,,
727,1942-01-28,34.3,,
728,1942-01-29,36.8,,
729,1942-01-30,40.4,,
730,1942-01-31,40.4,,
731,1942-02-01,40.4,,
732,1942-02-02,39.6,,
733,1942-02-03,37.1,,
734,1942-02-04,39.1,,
735,1942-02-05,41.0,,
736,1942-02-06,41.4,,
737,1942-02-07,40.2,,
738,1942-02-08,41.2,,
739,1942-02-09,40.2,,
740,1942-02-10,40.1,,
741,1942-02-11,39.8,,
742,1942-02-12,38.4,,
743,1942-02-13,36.9,,
744,1942-02-14,27.2,,
745,1942-02-15,27.2,,
746,1942-02-16,27.2,,
747,1942-02-17,31.8,,
748,1942-02-18,33.0,,
749,1942-02-19,33.7,,
750,1942-02-20,33.7,,
751,1942-02-21,33.7,,
752,1942-02-22,31.5,,
753,1942-02-23,33.3,,
754,1942-02-24,33.3,,
755,1942-02-25,33.3,,
756,1942-02-26,35.6,,
757,1942-02-27,37.1,,
758,1942-02-28,39.6,,
759,1942-03-01,38.7,,
760,1942-03-02,39.9,,
761,1942-03-03,39.1,,
762,1942-03-04,39.8,,
763,1942-03-05,39.5,,
764,1942-03-06,37.8,,
765,1942-03-07,37.8,,
766,1942-03-08,34.2,,
767,1942-03-09,35.1,,
768,1942-03-10,37.1,,
769,1942-03-11,31.6,,
770,1942-03-12,31.2,,
771,1942-03-13,31.6,,
772,1942-03-14,32.0,,
773,1942-03-15,36.0,,
774,1942-03-16,37.6,,
775,1942-03-17,35.8,,
776,1942-03-18,31.4,,
777,1942-03-19,31.4,,
778,1942-03-20,31.4,,
779,1942-03-21,33.6,,
780,1942-03-22,34.3,,
781,1942-03-23,33.6,,
782,1942-03-24,37.6,,
783,1942-03-25,36.9,,
784,1942-03-26,27.1,,
785,1942-03-27,29.9,,
786,1942-03-28,30.0,,
787,1942-03-29,32.1,,
788,1942-03-30,27.1,,
789,1942-03-31,29.4,,
790,1942-04-01,30.1,,
791,1942-04-02,29.4,,
792,1942-04-03,26.9,,
793,1942-04-04,23.4,,
794,1942-04-05,24.4,,
795,1942-04-06,24.6,,
796,1942-04-07,25.0,,
797,1942-04-08,27.1,,
798,1942-04-09,29.0,,
799,1942-04-10,31.6,,
800,1942-04-11,33.3,,
801,1942-04-12,34.2,,
802,1942-04-13,32.5,,
803,1942-04-14,25.1,,
804,1942-04-15,24.4,,
805,1942-04-16,25.8,,
806,1942-04-17,25.0,,
807,1942-04-18,26.3,,
808,1942-04-19,30.0,,
809,1942-04-20,31.1,,
810,1942-04-21,32.1,,
811,1942-04-22,30.6,,
812,1942-04-23,31.0,,
813,1942-04-24,31.0,,
814,1942-04-25,28.8,,
815,1942-04-26,30.2,,
816,1942-04-27,27.8,,
817,1942-04-28,31.6,,
818,1942-04-29,34.6,,
819,1942-04-30,33.3,,
820,1942-05-01,34.4,,
821,1942-05-02,23.0,,
822,1942-05-03,28.9,,
823,1942-05-04,31.3,,
824,1942-05-05,25.9,,
825,1942-05-06,22.5,,
826,1942-05-07,23.6,,
827,1942-05-08,24.3,,
828,1942-05-09,23.3,,
829,1942-05-10,23.1,,
830,1942-05-11,25.9,,
831,1942-05-12,23.6,,
832,1942-05-13,23.3,,
833,1942-05-14,22.7,,
834,1942-05-15,24.0,,
835,1942-05-16,26.1,,
836,1942-05-17,26.1,,
837,1942-05-18,27.2,,
838,1942-05-19,27.2,,
839,1942-05-20,22.7,,
840,1942-05-21,14.6,,
841,1942-05-22,14.6,,
842,1942-05-23,14.6,,
843,1942-05-24,19.2,,
844,1942-05-25,18.9,,
845,1942-05-26,22.1,,
846,1942-05-27,18.3,,
847,1942-05-28,26.0,,
848,1942-05-29,23.3,,
849,1942-05-30,24.0,,
850,1942-05-31,20.2,,
851,1942-06-01,20.1,,
852,1942-06-02,19.7,,
853,1942-06-03,14.2,,
854,1942-06-04,18.8,,
855,1942-06-05,20.1,,
856,1942-06-06,20.5,,
857,1942-06-07,21.3,,
858,1942-06-08,21.7,,
859,1942-06-09,20.1,,
860,1942-06-10,20.4,,
861,1942-06-11,21.6,,
862,1942-06-12,19.5,,
863,1942-06-13,24.3,,
864,1942-06-14,24.3,,
865,1942-06-15,24.3,,
866,1942-06-16,21.1,,
867,1942-06-17,20.4,,
868,1942-06-18,14.3,,
869,1942-06-19,14.1,,
870,1942-06-20,14.5,,
871,1942-06-21,14.3,,
872,1942-06-22,14.8,,
873,1942-06-23,13.1,,
874,1942-06-24,15.6,,
875,1942-06-25,22.6,,
876,1942-06-26,23.3,,
877,1942-06-27,19.6,,
878,1942-06-28,17.5,,
879,1942-06-29,23.8,,
880,1942-06-30,23.0,,
881,1942-07-01,23.0,,
882,1942-07-02,23.0,,
883,1942-07-03,18.7,,
884,1942-07-04,17.0,,
885,1942-07-05,15.0,,
886,1942-07-06,20.2,,
887,1942-07-07,20.2,,
888,1942-07-08,20.2,,
889,1942-07-09,22.2,,
890,1942-07-10,17.9,,
891,1942-07-11,19.1,,
892,1942-07-12,16.8,,
893,1942-07-13,18.0,,
894,1942-07-14,19.0,,
895,1942-07-15,19.5,,
896,1942-07-16,18.9,,
897,1942-07-17,26.1,,
898,1942-07-18,19.0,,
899,1942-07-19,18.3,,
900,1942-07-20,18.3,,
901,1942-07-21,18.3,,
902,1942-07-22,18.9,,
903,1942-07-23,18.1,,
904,1942-07-24,18.3,,
905,1942-07-25,17.0,,
906,1942-07-26,16.8,,
907,1942-07-27,18.3,,
908,1942-07-28,19.1,,
909,1942-07-29,17.9,,
910,1942-07-30,15.7,,
911,1942-07-31,17.9,,
912,1942-08-01,24.1,,
913,1942-08-02,19.8,,
914,1942-08-03,21.3,,
915,1942-08-04,20.1,,
916,1942-08-05,20.2,,
917,1942-08-06,20.1,,
918,1942-08-07,18.9,,
919,1942-08-08,20.1,,
920,1942-08-09,24.5,,
921,1942-08-10,19.5,,
922,1942-08-11,22.0,,
923,1942-08-12,25.3,,
924,1942-08-13,24.2,,
925,1942-08-14,33.3,,
926,1942-08-15,25.3,,
927,1942-08-16,26.7,,
928,1942-08-17,27.8,,
929,1942-08-18,30.8,,
