,date,minimum temperature (degC),site number,site name
88,1923-03-30,9.4,,
89,1923-03-31,7.5,,
90,1923-04-01,7.8,,
91,1923-04-02,10.9,,
92,1923-04-03,11.6,,
93,1923-04-04,10.6,,
94,1923-04-05,10.0,,
95,1923-04-06,7.0,,
96,1923-04-07,9.3,,
97,1923-04-08,6.2,,
98,1923-04-09,9.3,,
99,1923-04-10,9.8,,
100,1923-04-11,10.2,,
101,1923-04-12,10.8,,
102,1923-04-13,10.2,,
103,1923-04-14,11.3,,
104,1923-04-15,11.9,,
105,1923-04-16,15.6,,
106,1923-04-17,12.8,,
107,1923-04-18,10.4,,
108,1923-04-19,10.2,,
109,1923-04-20,9.3,,
110,1923-04-21,8.9,,
111,1923-04-22,8.3,,
112,1923-04-23,8.3,,
113,1923-04-24,5.8,,
114,1923-04-25,5.8,,
115,1923-04-26,8.6,,
116,1923-04-27,9.8,,
117,1923-04-28,10.4,,
118,1923-04-29,9.4,,
119,1923-04-30,9.5,,
120,1923-05-01,8.7,,
121,1923-05-02,9.2,,
122,1923-05-03,11.1,,
123,1923-05-04,11.0,,
124,1923-05-05,11.3,,
125,1923-05-06,11.3,,
126,1923-05-07,10.5,,
127,1923-05-08,10.0,,
128,1923-05-09,8.3,,
129,1923-05-10,8.8,,
130,1923-05-11,8.0,,
131,1923-05-12,6.9,,
132,1923-05-13,10.5,,
133,1923-05-14,8.1,,
134,1923-05-15,9.9,,
135,1923-05-16,4.5,,
136,1923-05-17,8.8,,
137,1923-05-18,8.5,,
138,1923-05-19,8.2,,
139,1923-05-20,8.1,,
140,1923-05-21,6.8,,
141,1923-05-22,3.8,,
142,1923-05-23,5.7,,
143,1923-05-24,3.7,,
144,1923-05-25,3.5,,
145,1923-05-26,5.3,,
146,1923-05-27,3.4,,
147,1923-05-28,6.9,,
148,1923-05-29,9.4,,
149,1923-05-30,5.4,,
150,1923-05-31,7.6,,
151,1923-06-01,9.1,,
152,1923-06-02,8.7,,
153,1923-06-03,7.7,,
154,1923-06-04,7.7,,
155,1923-06-05,8.3,,
156,1923-06-06,10.4,,
157,1923-06-07,9.0,,
158,1923-06-08,8.1,,
159,1923-06-09,4.8,,
160,1923-06-10,8.3,,
161,1923-06-11,6.9,,
162,1923-06-12,5.3,,
163,1923-06-13,7.2,,
164,1923-06-14,6.3,,
165,1923-06-15,6.0,,
166,1923-06-16,6.9,,
167,1923-06-17,2.9,,
168,1923-06-18,6.0,,
169,1923-06-19,4.9,,
170,1923-06-20,6.3,,
171,1923-06-21,8.2,,
172,1923-06-22,5.5,,
173,1923-06-23,5.6,,
174,1923-06-24,7.3,,
175,1923-06-25,8.6,,
176,1923-06-26,7.2,,
177,1923-06-27,8.1,,
178,1923-06-28,7.3,,
179,1923-06-29,3.1,,
180,1923-06-30,4.2,,
181,1923-07-01,6.5,,
182,1923-07-02,4.6,,
183,1923-07-03,2.7,,
184,1923-07-04,3.1,,
185,1923-07-05,8.4,,
186,1923-07-06,7.3,,
187,1923-07-07,7.6,,
188,1923-07-08,5.0,,
189,1923-07-09,4.1,,
190,1923-07-10,6.0,,
191,1923-07-11,3.5,,
192,1923-07-12,4.8,,
193,1923-07-13,6.4,,
194,1923-07-14,5.6,,
195,1923-07-15,6.8,,
196,1923-07-16,6.7,,
197,1923-07-17,5.0,,
198,1923-07-18,6.3,,
199,1923-07-19,3.5,,
200,1923-07-20,4.8,,
201,1923-07-21,5.7,,
202,1923-07-22,7.1,,
203,1923-07-23,8.0,,
204,1923-07-24,7.8,,
205,1923-07-25,7.6,,
206,1923-07-26,4.8,,
207,1923-07-27,4.7,,
208,1923-07-28,8.2,,
209,1923-07-29,9.0,,
210,1923-07-30,9.1,,
211,1923-07-31,9.5,,
212,1923-08-01,7.6,,
213,1923-08-02,4.9,,
214,1923-08-03,2.5,,
215,1923-08-04,6.2,,
216,1923-08-05,4.6,,
217,1923-08-06,6.7,,
218,1923-08-07,4.8,,
219,1923-08-08,3.8,,
220,1923-08-09,6.5,,
221,1923-08-10,7.6,,
222,1923-08-11,7.2,,
223,1923-08-12,5.6,,
224,1923-08-13,5.9,,
225,1923-08-14,4.9,,
226,1923-08-15,0.7,,
227,1923-08-16,4.6,,
228,1923-08-17,6.7,,
229,1923-08-18,7.2,,
230,1923-08-19,6.9,,
231,1923-08-20,4.9,,
232,1923-08-21,6.0,,
233,1923-08-22,5.3,,
234,1923-08-23,7.0,,
235,1923-08-24,9.5,,
236,1923-08-25,9.2,,
237,1923-08-26,6.8,,
238,1923-08-27,8.3,,
239,1923-08-28,8.6,,
240,1923-08-29,7.6,,
241,1923-08-30,7.0,,
242,1923-08-31,3.9,,
243,1923-09-01,3.6,,
244,1923-09-02,4.2,,
245,1923-09-03,7.9,,
246,1923-09-04,5.6,,
247,1923-09-05,8.5,,
248,1923-09-06,8.6,,
249,1923-09-07,7.0,,
250,1923-09-08,6.3,,
251,1923-09-09,6.3,,
252,1923-09-10,8.0,,
253,1923-09-11,5.8,,
254,1923-09-12,7.0,,
255,1923-09-13,5.4,,
256,1923-09-14,4.7,,
257,1923-09-15,5.6,,
258,1923-09-16,5.8,,
259,1923-09-17,6.3,,
260,1923-09-18,12.7,,
261,1923-09-19,6.2,,
262,1923-09-20,8.3,,
263,1923-09-21,4.2,,
264,1923-09-22,3.3,,
265,1923-09-23,4.7,,
266,1923-09-24,10.8,,
267,1923-09-25,6.3,,
268,1923-09-26,8.3,,
269,1923-09-27,7.1,,
270,1923-09-28,4.7,,
271,1923-09-29,4.7,,
272,1923-09-30,7.3,,
273,1923-10-01,5.2,,
274,1923-10-02,6.4,,
275,1923-10-03,6.6,,
276,1923-10-04,7.0,,
277,1923-10-05,6.0,,
278,1923-10-06,8.6,,
279,1923-10-07,9.3,,
280,1923-10-08,9.6,,
281,1923-10-09,9.3,,
282,1923-10-10,10.3,,
283,1923-10-11,7.5,,
284,1923-10-12,7.5,,
285,1923-10-13,7.7,,
286,1923-10-14,6.0,,
287,1923-10-15,5.0,,
288,1923-10-16,7.2,,
289,1923-10-17,9.8,,
290,1923-10-18,7.3,,
291,1923-10-19,7.7,,
292,1923-10-20,8.9,,
293,1923-10-21,9.3,,
294,1923-10-22,9.3,,
295,1923-10-23,0.1,,
296,1923-10-24,3.4,,
297,1923-10-25,5.1,,
298,1923-10-26,3.5,,
299,1923-10-27,9.3,,
300,1923-10-28,6.6,,
301,1923-10-29,6.9,,
302,1923-10-30,7.5,,
303,1923-10-31,10.3,,
304,1923-11-01,9.5,,
305,1923-11-02,9.5,,
306,1923-11-03,9.5,,
307,1923-11-04,9.5,,
308,1923-11-05,9.5,,
309,1923-11-06,9.5,,
310,1923-11-07,9.5,,
311,1923-11-08,9.5,,
312,1923-11-09,9.5,,
313,1923-11-10,9.5,,
314,1923-11-11,9.5,,
315,1923-11-12,9.5,,
316,1923-11-13,9.5,,
317,1923-11-14,9.5,,
318,1923-11-15,9.5,,
319,1923-11-16,9.5,,
320,1923-11-17,9.5,,
321,1923-11-18,9.5,,
322,1923-11-19,9.5,,
323,1923-11-20,9.5,,
324,1923-11-21,9.5,,
325,1923-11-22,9.5,,
326,1923-11-23,9.5,,
327,1923-11-24,9.5,,
328,1923-11-25,9.5,,
329,1923-11-26,9.5,,
330,1923-11-27,9.5,,
331,1923-11-28,9.5,,
332,1923-11-29,9.5,,
333,1923-11-30,9.5,,
334,1923-12-01,9.5,,
335,1923-12-02,9.5,,
336,1923-12-03,9.5,,
337,1923-12-04,9.5,,
338,1923-12-05,9.5,,
339,1923-12-06,9.5,,
340,1923-12-07,9.5,,
341,1923-12-08,9.5,,
342,1923-12-09,9.5,,
343,1923-12-10,9.5,,
344,1923-12-11,9.5,,
345,1923-12-12,9.5,,
346,1923-12-13,9.5,,
347,1923-12-14,9.5,,
348,1923-12-15,9.5,,
349,1923-12-16,9.5,,
350,1923-12-17,9.5,,
351,1923-12-18,9.5,,
352,1923-12-19,9.5,,
353,1923-12-20,9.5,,
354,1923-12-21,9.5,,
355,1923-12-22,9.5,,
356,1923-12-23,9.5,,
357,1923-12-24,9.5,,
358,1923-12-25,9.5,,
359,1923-12-26,9.5,,
360,1923-12-27,9.5,,
361,1923-12-28,9.5,,
362,1923-12-29,9.6,,
363,1923-12-30,9.6,,
364,1923-12-31,15.1,,
365,1924-01-01,10.7,,
366,1924-01-02,10.4,,
367,1924-01-03,8.1,,
368,1924-01-04,7.8,,
369,1924-01-05,11.8,,
370,1924-01-06,12.0,,
371,1924-01-07,9.9,,
372,1924-01-08,7.1,,
373,1924-01-09,8.6,,
374,1924-01-10,7.7,,
375,1924-01-11,7.1,,
376,1924-01-12,6.7,,
377,1924-01-13,10.7,,
378,1924-01-14,9.5,,
379,1924-01-15,9.9,,
380,1924-01-16,13.8,,
381,1924-01-17,10.6,,
382,1924-01-18,10.7,,
383,1924-01-19,11.8,,
384,1924-01-20,9.5,,
385,1924-01-21,9.1,,
386,1924-01-22,9.7,,
387,1924-01-23,12.9,,
388,1924-01-24,12.4,,
389,1924-01-25,9.4,,
390,1924-01-26,9.4,,
391,1924-01-27,8.6,,
392,1924-01-28,7.3,,
393,1924-01-29,5.1,,
394,1924-01-30,9.1,,
395,1924-01-31,9.8,,
396,1924-02-01,10.2,,
397,1924-02-02,12.4,,
398,1924-02-03,14.6,,
399,1924-02-04,14.5,,
400,1924-02-05,13.2,,
401,1924-02-06,12.1,,
402,1924-02-07,11.8,,
403,1924-02-08,12.3,,
404,1924-02-09,9.8,,
405,1924-02-10,10.1,,
406,1924-02-11,10.3,,
407,1924-02-12,9.7,,
408,1924-02-13,9.2,,
409,1924-02-14,9.9,,
410,1924-02-15,11.7,,
411,1924-02-16,12.8,,
412,1924-02-17,12.5,,
413,1924-02-18,12.4,,
414,1924-02-19,14.2,,
415,1924-02-20,6.4,,
416,1924-02-21,10.7,,
417,1924-02-22,7.6,,
418,1924-02-23,6.3,,
419,1924-02-24,8.9,,
420,1924-02-25,13.4,,
421,1924-02-26,10.7,,
422,1924-02-27,8.4,,
423,1924-02-28,11.5,,
424,1924-02-29,10.6,,
425,1924-03-01,12.2,,
426,1924-03-02,11.7,,
427,1924-03-03,9.7,,
428,1924-03-04,9.7,,
429,1924-03-05,13.4,,
430,1924-03-06,15.0,,
431,1924-03-07,11.2,,
432,1924-03-08,5.4,,
433,1924-03-09,8.0,,
434,1924-03-10,9.1,,
435,1924-03-11,11.4,,
436,1924-03-12,11.8,,
437,1924-03-13,11.8,,
438,1924-03-14,12.7,,
439,1924-03-15,11.4,,
440,1924-03-16,11.3,,
441,1924-03-17,14.1,,
442,1924-03-18,5.1,,
443,1924-03-19,6.6,,
444,1924-03-20,11.4,,
445,1924-03-21,9.7,,
446,1924-03-22,9.1,,
447,1924-03-23,11.4,,
448,1924-03-24,11.4,,
449,1924-03-25,14.3,,
450,1924-03-26,11.1,,
451,1924-03-27,10.1,,
452,1924-03-28,10.4,,
453,1924-03-29,14.1,,
454,1924-03-30,12.9,,
455,1924-03-31,10.8,,
456,1924-04-01,12.3,,
457,1924-04-02,10.3,,
458,1924-04-03,7.8,,
459,1924-04-04,10.0,,
460,1924-04-05,7.8,,
461,1924-04-06,9.5,,
462,1924-04-07,10.9,,
463,1924-04-08,11.6,,
464,1924-04-09,15.1,,
465,1924-04-10,13.4,,
466,1924-04-11,11.3,,
467,1924-04-12,10.3,,
468,1924-04-13,5.7,,
469,1924-04-14,8.0,,
470,1924-04-15,9.7,,
471,1924-04-16,7.7,,
472,1924-04-17,10.3,,
473,1924-04-18,10.9,,
474,1924-04-19,11.7,,
475,1924-04-20,7.7,,
476,1924-04-21,5.5,,
477,1924-04-22,6.7,,
478,1924-04-23,7.7,,
479,1924-04-24,7.7,,
480,1924-04-25,5.1,,
481,1924-04-26,3.6,,
482,1924-04-27,10.0,,
483,1924-04-28,3.4,,
484,1924-04-29,4.9,,
485,1924-04-30,7.6,,
486,1924-05-01,8.1,,
487,1924-05-02,4.2,,
488,1924-05-03,5.8,,
489,1924-05-04,6.9,,
490,1924-05-05,11.1,,
491,1924-05-06,5.6,,
492,1924-05-07,3.6,,
493,1924-05-08,8.5,,
494,1924-05-09,9.3,,
495,1924-05-10,8.6,,
496,1924-05-11,9.5,,
497,1924-05-12,7.1,,
498,1924-05-13,13.3,,
499,1924-05-14,7.5,,
500,1924-05-15,4.9,,
501,1924-05-16,5.8,,
502,1924-05-17,8.7,,
503,1924-05-18,6.9,,
504,1924-05-19,7.0,,
505,1924-05-20,5.9,,
506,1924-05-21,4.8,,
507,1924-05-22,7.5,,
508,1924-05-23,6.8,,
509,1924-05-24,7.8,,
510,1924-05-25,7.6,,
511,1924-05-26,9.5,,
512,1924-05-27,5.7,,
513,1924-05-28,3.8,,
514,1924-05-29,8.8,,
515,1924-05-30,10.3,,
516,1924-05-31,8.8,,
517,1924-06-01,9.0,,
518,1924-06-02,6.0,,
519,1924-06-03,3.2,,
520,1924-06-04,6.3,,
521,1924-06-05,6.3,,
522,1924-06-06,5.5,,
523,1924-06-07,5.3,,
524,1924-06-08,6.7,,
525,1924-06-09,6.5,,
526,1924-06-10,5.9,,
527,1924-06-11,6.8,,
528,1924-06-12,6.3,,
529,1924-06-13,5.5,,
530,1924-06-14,7.7,,
531,1924-06-15,9.4,,
532,1924-06-16,6.3,,
533,1924-06-17,7.2,,
534,1924-06-18,3.0,,
535,1924-06-19,2.9,,
536,1924-06-20,6.7,,
537,1924-06-21,2.9,,
538,1924-06-22,7.2,,
539,1924-06-23,0.8,,
540,1924-06-24,0.6,,
541,1924-06-25,6.0,,
542,1924-06-26,2.9,,
543,1924-06-27,6.0,,
544,1924-06-28,3.3,,
545,1924-06-29,7.2,,
546,1924-06-30,8.3,,
547,1924-07-01,6.0,,
548,1924-07-02,4.6,,
549,1924-07-03,6.7,,
550,1924-07-04,4.6,,
551,1924-07-05,4.8,,
552,1924-07-06,6.0,,
553,1924-07-07,3.3,,
554,1924-07-08,2.3,,
555,1924-07-09,4.5,,
556,1924-07-10,3.8,,
557,1924-07-11,5.2,,
558,1924-07-12,3.8,,
559,1924-07-13,5.6,,
560,1924-07-14,7.6,,
561,1924-07-15,4.8,,
562,1924-07-16,5.6,,
563,1924-07-17,5.2,,
564,1924-07-18,5.4,,
565,1924-07-19,6.3,,
566,1924-07-20,5.0,,
567,1924-07-21,4.8,,
568,1924-07-22,5.7,,
569,1924-07-23,5.7,,
570,1924-07-24,9.9,,
571,1924-07-25,7.1,,
572,1924-07-26,5.6,,
573,1924-07-27,2.2,,
574,1924-07-28,3.7,,
575,1924-07-29,6.5,,
576,1924-07-30,6.3,,
577,1924-07-31,3.5,,
578,1924-08-01,6.4,,
579,1924-08-02,6.9,,
580,1924-08-03,3.9,,
581,1924-08-04,5.0,,
582,1924-08-05,7.0,,
583,1924-08-06,5.8,,
584,1924-08-07,5.8,,
585,1924-08-08,4.3,,
586,1924-08-09,5.2,,
587,1924-08-10,5.6,,
588,1924-08-11,5.6,,
589,1924-08-12,7.9,,
590,1924-08-13,1.7,,
591,1924-08-14,3.8,,
592,1924-08-15,5.3,,
593,1924-08-16,7.6,,
594,1924-08-17,6.4,,
595,1924-08-18,6.2,,
596,1924-08-19,5.2,,
597,1924-08-20,6.5,,
598,1924-08-21,7.9,,
599,1924-08-22,6.4,,
600,1924-08-23,6.2,,
601,1924-08-24,9.1,,
602,1924-08-25,5.3,,
603,1924-08-26,8.0,,
604,1924-08-27,4.0,,
605,1924-08-28,6.8,,
606,1924-08-29,6.7,,
607,1924-08-30,7.6,,
608,1924-08-31,6.8,,
609,1924-09-01,8.3,,
610,1924-09-02,7.9,,
611,1924-09-03,5.6,,
612,1924-09-04,6.6,,
613,1924-09-05,5.3,,
614,1924-09-06,6.3,,
615,1924-09-07,4.2,,
616,1924-09-08,6.6,,
617,1924-09-09,6.1,,
618,1924-09-10,6.6,,
619,1924-09-11,7.9,,
620,1924-09-12,8.6,,
621,1924-09-13,7.1,,
622,1924-09-14,8.5,,
623,1924-09-15,7.1,,
624,1924-09-16,4.2,,
625,1924-09-17,7.1,,
626,1924-09-18,7.3,,
627,1924-09-19,9.3,,
628,1924-09-20,8.3,,
629,1924-09-21,12.2,,
630,1924-09-22,5.4,,
631,1924-09-23,5.6,,
632,1924-09-24,6.4,,
633,1924-09-25,6.4,,
634,1924-09-26,7.0,,
635,1924-09-27,6.4,,
636,1924-09-28,7.0,,
637,1924-09-29,6.3,,
638,1924-09-30,6.4,,
639,1924-10-01,6.2,,
640,1924-10-02,6.8,,
641,1924-10-03,7.5,,
642,1924-10-04,12.1,,
643,1924-10-05,6.2,,
644,1924-10-06,6.0,,
645,1924-10-07,4.0,,
646,1924-10-08,1.6,,
647,1924-10-09,4.5,,
648,1924-10-10,6.8,,
649,1924-10-11,8.8,,
650,1924-10-12,6.8,,
651,1924-10-13,6.8,,
652,1924-10-14,11.3,,
653,1924-10-15,8.7,,
654,1924-10-16,4.5,,
655,1924-10-17,3.5,,
656,1924-10-18,6.0,,
657,1924-10-19,5.6,,
658,1924-10-20,9.2,,
659,1924-10-21,7.3,,
660,1924-10-22,2.1,,
661,1924-10-23,6.2,,
662,1924-10-24,6.8,,
663,1924-10-25,8.6,,
664,1924-10-26,9.8,,
665,1924-10-27,8.9,,
666,1924-10-28,9.3,,
667,1924-10-29,7.6,,
668,1924-10-30,7.5,,
669,1924-10-31,9.3,,
670,1924-11-01,5.2,,
671,1924-11-02,4.8,,
672,1924-11-03,5.6,,
673,1924-11-04,8.1,,
674,1924-11-05,11.5,,
675,1924-11-06,10.4,,
676,1924-11-07,15.4,,
677,1924-11-08,9.5,,
678,1924-11-09,8.9,,
679,1924-11-10,9.6,,
680,1924-11-11,12.7,,
681,1924-11-12,8.8,,
682,1924-11-13,8.8,,
683,1924-11-14,6.0,,
684,1924-11-15,2.9,,
685,1924-11-16,5.6,,
686,1924-11-17,8.5,,
687,1924-11-18,9.6,,
688,1924-11-19,9.6,,
689,1924-11-20,10.5,,
690,1924-11-21,14.0,,
691,1924-11-22,9.0,,
692,1924-11-23,9.3,,
693,1924-11-24,7.5,,
694,1924-11-25,7.8,,
695,1924-11-26,7.7,,
696,1924-11-27,4.2,,
697,1924-11-28,6.2,,
698,1924-11-29,8.4,,
699,1924-11-30,9.7,,
700,1924-12-01,7.4,,
701,1924-12-02,5.1,,
702,1924-12-03,6.8,,
703,1924-12-04,8.7,,
704,1924-12-05,9.6,,
705,1924-12-06,7.4,,
706,1924-12-07,8.0,,
707,1924-12-08,8.1,,
708,1924-12-09,7.4,,
709,1924-12-10,9.1,,
710,1924-12-11,11.6,,
711,1924-12-12,11.8,,
712,1924-12-13,14.4,,
713,1924-12-14,9.8,,
714,1924-12-15,8.4,,
715,1924-12-16,7.4,,
716,1924-12-17,9.2,,
717,1924-12-18,9.6,,
718,1924-12-19,11.7,,
719,1924-12-20,5.8,,
720,1924-12-21,7.8,,
721,1924-12-22,8.4,,
722,1924-12-23,7.4,,
723,1924-12-24,7.8,,
724,1924-12-25,5.5,,
725,1924-12-26,9.3,,
726,1924-12-27,10.6,,
727,1924-12-28,9.5,,
728,1924-12-29,6.9,,
729,1924-12-30,11.5,,
730,1924-12-31,8.8,,
731,1925-01-01,9.1,,
732,1925-01-02,11.2,,
733,1925-01-03,8.0,,
734,1925-01-04,7.2,,
735,1925-01-05,10.6,,
736,1925-01-06,10.7,,
737,1925-01-07,9.7,,
738,1925-01-08,13.1,,
739,1925-01-09,9.8,,
740,1925-01-10,9.7,,
741,1925-01-11,9.1,,
742,1925-01-12,12.2,,
743,1925-01-13,14.3,,
744,1925-01-14,12.3,,
745,1925-01-15,9.7,,
746,1925-01-16,9.7,,
747,1925-01-17,9.8,,
748,1925-01-18,12.4,,
749,1925-01-19,12.3,,
750,1925-01-20,13.0,,
751,1925-01-21,15.5,,
752,1925-01-22,12.3,,
753,1925-01-23,9.9,,
754,1925-01-24,9.1,,
755,1925-01-25,7.2,,
756,1925-01-26,9.7,,
757,1925-01-27,17.8,,
758,1925-01-28,9.6,,
759,1925-01-29,6.4,,
760,1925-01-30,7.1,,
761,1925-01-31,10.6,,
762,1925-02-01,12.2,,
763,1925-02-02,12.4,,
764,1925-02-03,11.4,,
765,1925-02-04,11.7,,
766,1925-02-05,12.1,,
767,1925-02-06,12.4,,
768,1925-02-07,11.0,,
769,1925-02-08,12.1,,
770,1925-02-09,13.5,,
771,1925-02-10,13.4,,
772,1925-02-11,12.8,,
773,1925-02-12,12.8,,
774,1925-02-13,13.0,,
775,1925-02-14,13.0,,
776,1925-02-15,13.4,,
777,1925-02-16,10.2,,
778,1925-02-17,9.6,,
779,1925-02-18,8.8,,
780,1925-02-19,11.7,,
781,1925-02-20,12.1,,
782,1925-02-21,6.8,,
783,1925-02-22,5.4,,
784,1925-02-23,9.6,,
785,1925-02-24,9.6,,
786,1925-02-25,8.3,,
787,1925-02-26,7.9,,
788,1925-02-27,7.2,,
789,1925-02-28,11.4,,
790,1925-03-01,8.8,,
791,1925-03-02,8.4,,
792,1925-03-03,7.9,,
793,1925-03-04,8.0,,
794,1925-03-05,8.0,,
795,1925-03-06,10.8,,
796,1925-03-07,10.0,,
797,1925-03-08,9.7,,
798,1925-03-09,8.4,,
799,1925-03-10,8.4,,
800,1925-03-11,8.2,,
801,1925-03-12,8.1,,
802,1925-03-13,9.7,,
803,1925-03-14,9.5,,
804,1925-03-15,8.8,,
805,1925-03-16,8.6,,
806,1925-03-17,13.4,,
807,1925-03-18,11.5,,
808,1925-03-19,9.7,,
809,1925-03-20,12.3,,
810,1925-03-21,12.7,,
811,1925-03-22,6.2,,
812,1925-03-23,5.2,,
813,1925-03-24,6.9,,
814,1925-03-25,8.1,,
815,1925-03-26,7.9,,
816,1925-03-27,11.4,,
817,1925-03-28,9.4,,
818,1925-03-29,11.4,,
819,1925-03-30,11.1,,
820,1925-03-31,11.5,,
821,1925-04-01,6.6,,
822,1925-04-02,6.6,,
823,1925-04-03,5.2,,
824,1925-04-04,9.8,,
825,1925-04-05,10.6,,
826,1925-04-06,9.5,,
827,1925-04-07,12.8,,
828,1925-04-08,7.3,,
829,1925-04-09,10.4,,
830,1925-04-10,7.8,,
831,1925-04-11,5.2,,
832,1925-04-12,10.6,,
833,1925-04-13,13.2,,
834,1925-04-14,10.8,,
835,1925-04-15,5.9,,
836,1925-04-16,8.8,,
837,1925-04-17,9.4,,
838,1925-04-18,11.3,,
839,1925-04-19,7.3,,
840,1925-04-20,7.6,,
841,1925-04-21,10.3,,
842,1925-04-22,4.7,,
843,1925-04-23,7.3,,
844,1925-04-24,10.3,,
845,1925-04-25,7.7,,
846,1925-04-26,5.8,,
847,1925-04-27,8.9,,
848,1925-04-28,13.2,,
849,1925-04-29,12.2,,
850,1925-04-30,9.3,,
851,1925-05-01,5.4,,
852,1925-05-02,5.9,,
853,1925-05-03,7.8,,
854,1925-05-04,8.1,,
855,1925-05-05,8.1,,
856,1925-05-06,9.6,,
857,1925-05-07,8.1,,
858,1925-05-08,8.9,,
859,1925-05-09,10.5,,
860,1925-05-10,8.9,,
861,1925-05-11,9.3,,
862,1925-05-12,10.6,,
863,1925-05-13,10.5,,
864,1925-05-14,9.5,,
865,1925-05-15,7.8,,
866,1925-05-16,4.3,,
867,1925-05-17,4.5,,
868,1925-05-18,5.4,,
869,1925-05-19,7.8,,
870,1925-05-20,8.5,,
871,1925-05-21,8.1,,
872,1925-05-22,7.0,,
873,1925-05-23,8.2,,
874,1925-05-24,10.0,,
875,1925-05-25,8.6,,
876,1925-05-26,7.0,,
877,1925-05-27,5.8,,
878,1925-05-28,7.5,,
879,1925-05-29,9.5,,
880,1925-05-30,9.5,,
881,1925-05-31,9.3,,
882,1925-06-01,8.2,,
883,1925-06-02,8.7,,
884,1925-06-03,6.0,,
885,1925-06-04,6.8,,
886,1925-06-05,5.5,,
887,1925-06-06,7.3,,
888,1925-06-07,5.5,,
889,1925-06-08,9.8,,
890,1925-06-09,8.8,,
891,1925-06-10,7.2,,
892,1925-06-11,10.0,,
893,1925-06-12,8.3,,
894,1925-06-13,6.8,,
895,1925-06-14,7.5,,
896,1925-06-15,5.3,,
897,1925-06-16,6.0,,
898,1925-06-17,6.3,,
899,1925-06-18,4.3,,
900,1925-06-19,5.6,,
901,1925-06-20,7.3,,
902,1925-06-21,7.5,,
903,1925-06-22,6.8,,
904,1925-06-23,2.9,,
905,1925-06-24,7.2,,
906,1925-06-25,2.9,,
907,1925-06-26,4.5,,
908,1925-06-27,6.9,,
909,1925-06-28,6.3,,
910,1925-06-29,3.3,,
911,1925-06-30,3.8,,
912,1925-07-01,3.7,,
913,1925-07-02,6.1,,
914,1925-07-03,6.4,,
915,1925-07-04,4.1,,
916,1925-07-05,6.3,,
917,1925-07-06,5.7,,
918,1925-07-07,3.3,,
919,1925-07-08,2.3,,
920,1925-07-09,1.8,,
921,1925-07-10,3.5,,
922,1925-07-11,4.1,,
923,1925-07-12,7.5,,
924,1925-07-13,7.3,,
925,1925-07-14,6.7,,
926,1925-07-15,2.3,,
927,1925-07-16,3.8,,
928,1925-07-17,3.7,,
